"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"AbitibiPost","48.6","-79.3",NA,"America/Toronto","5","71734","7090050"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","dd","ptb","pte","ta","w"
1868-02-17,NA,NA,"12 pm",NA,NA
1868-02-17 07:00:00,0,NA,NA,NA,NA
1868-02-17 07:00:00,NA,NA,NA,-6.67,NA
1868-02-17 07:00:00,NA,NA,NA,NA,11
1868-02-17 14:00:00,0,NA,NA,NA,NA
1868-02-17 14:00:00,NA,NA,NA,-11.67,NA
1868-02-17 14:00:00,NA,NA,NA,NA,11
1868-02-17 21:00:00,0,NA,NA,NA,NA
1868-02-17 21:00:00,NA,NA,NA,-24.44,NA
1868-02-17 21:00:00,NA,NA,NA,NA,2
1868-02-18,NA,"empty","empty",NA,NA
1868-02-18 07:00:00,180,NA,NA,NA,NA
1868-02-18 07:00:00,NA,NA,NA,-26.11,NA
1868-02-18 07:00:00,NA,NA,NA,NA,5
1868-02-18 14:00:00,180,NA,NA,NA,NA
1868-02-18 14:00:00,NA,NA,NA,-15,NA
1868-02-18 14:00:00,NA,NA,NA,NA,5
1868-02-18 21:00:00,225,NA,NA,NA,NA
1868-02-18 21:00:00,NA,NA,NA,-13.89,NA
1868-02-18 21:00:00,NA,NA,NA,NA,2
1868-02-19,NA,"11 am",NA,NA,NA
1868-02-19,NA,NA,"empty",NA,NA
1868-02-19 07:00:00,270,NA,NA,NA,NA
1868-02-19 07:00:00,NA,NA,NA,-13.89,NA
1868-02-19 07:00:00,NA,NA,NA,NA,2
1868-02-19 14:00:00,270,NA,NA,NA,NA
1868-02-19 14:00:00,NA,NA,NA,-6.67,NA
1868-02-19 14:00:00,NA,NA,NA,NA,2
1868-02-19 21:00:00,135,NA,NA,NA,NA
1868-02-19 21:00:00,NA,NA,NA,-11.11,NA
1868-02-19 21:00:00,NA,NA,NA,NA,1
1868-02-20,NA,"empty","empty",NA,NA
1868-02-20 07:00:00,135,NA,NA,NA,NA
1868-02-20 07:00:00,NA,NA,NA,-11.11,NA
1868-02-20 07:00:00,NA,NA,NA,NA,2
1868-02-20 14:00:00,0,NA,NA,NA,NA
1868-02-20 14:00:00,NA,NA,NA,-13.89,NA
1868-02-20 14:00:00,NA,NA,NA,NA,5
1868-02-20 21:00:00,0,NA,NA,NA,NA
1868-02-20 21:00:00,NA,NA,NA,-23.33,NA
1868-02-20 21:00:00,NA,NA,NA,NA,11
1868-02-21,NA,"empty","empty",NA,NA
1868-02-21 07:00:00,315,NA,NA,NA,NA
1868-02-21 07:00:00,NA,NA,NA,-37.78,NA
1868-02-21 07:00:00,NA,NA,NA,NA,2
1868-02-21 14:00:00,315,NA,NA,NA,NA
1868-02-21 14:00:00,NA,NA,NA,-23.33,NA
1868-02-21 14:00:00,NA,NA,NA,NA,5
1868-02-21 21:00:00,315,NA,NA,NA,NA
1868-02-21 21:00:00,NA,NA,NA,-30,NA
1868-02-21 21:00:00,NA,NA,NA,NA,2
1868-02-22,NA,"empty","empty",NA,NA
1868-02-22 07:00:00,315,NA,NA,NA,NA
1868-02-22 07:00:00,NA,NA,NA,-38.89,NA
1868-02-22 07:00:00,NA,NA,NA,NA,1
1868-02-22 14:00:00,315,NA,NA,NA,NA
1868-02-22 14:00:00,NA,NA,NA,-23.33,NA
1868-02-22 14:00:00,NA,NA,NA,NA,1
1868-02-22 21:00:00,315,NA,NA,NA,NA
1868-02-22 21:00:00,NA,NA,NA,-33.89,NA
1868-02-22 21:00:00,NA,NA,NA,NA,1
1868-02-23,NA,"empty","empty",NA,NA
1868-02-23 07:00:00,0,NA,NA,NA,NA
1868-02-23 07:00:00,NA,NA,NA,-34.44,NA
1868-02-23 07:00:00,NA,NA,NA,NA,1
1868-02-23 14:00:00,0,NA,NA,NA,NA
1868-02-23 14:00:00,NA,NA,NA,-17.78,NA
1868-02-23 14:00:00,NA,NA,NA,NA,2
1868-02-23 21:00:00,135,NA,NA,NA,NA
1868-02-23 21:00:00,NA,NA,NA,-27.22,NA
1868-02-23 21:00:00,NA,NA,NA,NA,2
1868-02-24,NA,"empty","empty",NA,NA
1868-02-24 07:00:00,90,NA,NA,NA,NA
1868-02-24 07:00:00,NA,NA,NA,-34.44,NA
1868-02-24 07:00:00,NA,NA,NA,NA,2
1868-02-24 14:00:00,90,NA,NA,NA,NA
1868-02-24 14:00:00,NA,NA,NA,-11.11,NA
1868-02-24 14:00:00,NA,NA,NA,NA,2
1868-02-24 21:00:00,135,NA,NA,NA,NA
1868-02-24 21:00:00,NA,NA,NA,-21.11,NA
1868-02-24 21:00:00,NA,NA,NA,NA,2
1868-02-25,NA,"empty","empty",NA,NA
1868-02-25 07:00:00,90,NA,NA,NA,NA
1868-02-25 07:00:00,NA,NA,NA,-26.11,NA
1868-02-25 07:00:00,NA,NA,NA,NA,2
1868-02-25 14:00:00,90,NA,NA,NA,NA
1868-02-25 14:00:00,NA,NA,NA,-6.67,NA
1868-02-25 14:00:00,NA,NA,NA,NA,2
1868-02-25 21:00:00,90,NA,NA,NA,NA
1868-02-25 21:00:00,NA,NA,NA,-15,NA
1868-02-25 21:00:00,NA,NA,NA,NA,2
1868-02-26,NA,"empty","empty",NA,NA
1868-02-26 07:00:00,135,NA,NA,NA,NA
1868-02-26 07:00:00,NA,NA,NA,-26.11,NA
1868-02-26 07:00:00,NA,NA,NA,NA,2
1868-02-26 14:00:00,90,NA,NA,NA,NA
1868-02-26 14:00:00,NA,NA,NA,-3.89,NA
1868-02-26 14:00:00,NA,NA,NA,NA,2
1868-02-26 21:00:00,135,NA,NA,NA,NA
1868-02-26 21:00:00,NA,NA,NA,-6.67,NA
1868-02-26 21:00:00,NA,NA,NA,NA,2
1868-02-27,NA,"empty","empty",NA,NA
1868-02-27 07:00:00,45,NA,NA,NA,NA
1868-02-27 07:00:00,NA,NA,NA,-9.44,NA
1868-02-27 07:00:00,NA,NA,NA,NA,2
1868-02-27 14:00:00,45,NA,NA,NA,NA
1868-02-27 14:00:00,NA,NA,NA,-2.22,NA
1868-02-27 14:00:00,NA,NA,NA,NA,2
1868-02-27 21:00:00,45,NA,NA,NA,NA
1868-02-27 21:00:00,NA,NA,NA,-7.22,NA
1868-02-27 21:00:00,NA,NA,NA,NA,5
1868-02-28,NA,"empty","empty",NA,NA
1868-02-28 07:00:00,315,NA,NA,NA,NA
1868-02-28 07:00:00,NA,NA,NA,-16.67,NA
1868-02-28 07:00:00,NA,NA,NA,NA,11
1868-02-28 14:00:00,315,NA,NA,NA,NA
1868-02-28 14:00:00,NA,NA,NA,-12.22,NA
1868-02-28 14:00:00,NA,NA,NA,NA,11
1868-02-28 21:00:00,315,NA,NA,NA,NA
1868-02-28 21:00:00,NA,NA,NA,-17.78,NA
1868-02-28 21:00:00,NA,NA,NA,NA,11
1868-02-29,NA,"empty","empty",NA,NA
1868-02-29 07:00:00,315,NA,NA,NA,NA
1868-02-29 07:00:00,NA,NA,NA,-25.56,NA
1868-02-29 07:00:00,NA,NA,NA,NA,2
1868-02-29 14:00:00,315,NA,NA,NA,NA
1868-02-29 14:00:00,NA,NA,NA,-18.89,NA
1868-02-29 14:00:00,NA,NA,NA,NA,5
1868-02-29 21:00:00,180,NA,NA,NA,NA
1868-02-29 21:00:00,NA,NA,NA,-26.67,NA
1868-02-29 21:00:00,NA,NA,NA,NA,2
1868-03-01 07:00:00,315,NA,NA,NA,NA
1868-03-01 07:00:00,NA,NA,NA,-35,NA
1868-03-01 07:00:00,NA,NA,NA,NA,1
1868-03-01 14:00:00,315,NA,NA,NA,NA
1868-03-01 14:00:00,NA,NA,NA,-17.78,NA
1868-03-01 14:00:00,NA,NA,NA,NA,2
1868-03-01 21:00:00,0,NA,NA,NA,NA
1868-03-01 21:00:00,NA,NA,NA,-26.11,NA
1868-03-01 21:00:00,NA,NA,NA,NA,2
1868-03-02 07:00:00,67.5,NA,NA,NA,NA
1868-03-02 07:00:00,NA,NA,NA,-30,NA
1868-03-02 07:00:00,NA,NA,NA,NA,5
1868-03-02 14:00:00,67.5,NA,NA,NA,NA
1868-03-02 14:00:00,NA,NA,NA,-19.44,NA
1868-03-02 14:00:00,NA,NA,NA,NA,11
1868-03-02 21:00:00,45,NA,NA,NA,NA
1868-03-02 21:00:00,NA,NA,NA,-23.33,NA
1868-03-02 21:00:00,NA,NA,NA,NA,5
1868-03-03 07:00:00,45,NA,NA,NA,NA
1868-03-03 07:00:00,NA,NA,NA,-20.56,NA
1868-03-03 07:00:00,NA,NA,NA,NA,5
1868-03-03 14:00:00,315,NA,NA,NA,NA
1868-03-03 14:00:00,NA,NA,NA,-12.22,NA
1868-03-03 14:00:00,NA,NA,NA,NA,2
1868-03-03 21:00:00,315,NA,NA,NA,NA
1868-03-03 21:00:00,NA,NA,NA,-20.56,NA
1868-03-03 21:00:00,NA,NA,NA,NA,2
1868-03-04 07:00:00,315,NA,NA,NA,NA
1868-03-04 07:00:00,NA,NA,NA,-26.11,NA
1868-03-04 07:00:00,NA,NA,NA,NA,1
1868-03-04 14:00:00,315,NA,NA,NA,NA
1868-03-04 14:00:00,NA,NA,NA,-7.78,NA
1868-03-04 14:00:00,NA,NA,NA,NA,1
1868-03-04 21:00:00,315,NA,NA,NA,NA
1868-03-04 21:00:00,NA,NA,NA,-17.78,NA
1868-03-04 21:00:00,NA,NA,NA,NA,1
1868-03-05 07:00:00,135,NA,NA,NA,NA
1868-03-05 07:00:00,NA,NA,NA,-17.78,NA
1868-03-05 07:00:00,NA,NA,NA,NA,2
1868-03-05 14:00:00,135,NA,NA,NA,NA
1868-03-05 14:00:00,NA,NA,NA,0.56,NA
1868-03-05 14:00:00,NA,NA,NA,NA,5
1868-03-05 21:00:00,180,NA,NA,NA,NA
1868-03-05 21:00:00,NA,NA,NA,-5,NA
1868-03-05 21:00:00,NA,NA,NA,NA,5
1868-03-06,NA,"6 am",NA,NA,NA
1868-03-06 07:00:00,180,NA,NA,NA,NA
1868-03-06 07:00:00,NA,NA,NA,-2.22,NA
1868-03-06 07:00:00,NA,NA,NA,NA,5
1868-03-06 14:00:00,180,NA,NA,NA,NA
1868-03-06 14:00:00,NA,NA,NA,3.33,NA
1868-03-06 14:00:00,NA,NA,NA,NA,11
1868-03-06 21:00:00,315,NA,NA,NA,NA
1868-03-06 21:00:00,NA,NA,NA,0,NA
1868-03-06 21:00:00,NA,NA,NA,NA,11
1868-03-07 07:00:00,135,NA,NA,NA,NA
1868-03-07 07:00:00,NA,NA,NA,-9.44,NA
1868-03-07 07:00:00,NA,NA,NA,NA,2
1868-03-07 14:00:00,135,NA,NA,NA,NA
1868-03-07 14:00:00,NA,NA,NA,-5.56,NA
1868-03-07 14:00:00,NA,NA,NA,NA,5
1868-03-07 21:00:00,135,NA,NA,NA,NA
1868-03-07 21:00:00,NA,NA,NA,-1.67,NA
1868-03-07 21:00:00,NA,NA,NA,NA,11
1868-03-08,NA,NA,"7 am",NA,NA
1868-03-08 07:00:00,225,NA,NA,NA,NA
1868-03-08 07:00:00,NA,NA,NA,0.56,NA
1868-03-08 07:00:00,NA,NA,NA,NA,11
1868-03-08 14:00:00,270,NA,NA,NA,NA
1868-03-08 14:00:00,NA,NA,NA,-1.67,NA
1868-03-08 14:00:00,NA,NA,NA,NA,5
1868-03-08 21:00:00,315,NA,NA,NA,NA
1868-03-08 21:00:00,NA,NA,NA,-4.44,NA
1868-03-08 21:00:00,NA,NA,NA,NA,2
1868-03-09 07:00:00,225,NA,NA,NA,NA
1868-03-09 07:00:00,NA,NA,NA,-5.56,NA
1868-03-09 07:00:00,NA,NA,NA,NA,2
1868-03-09 14:00:00,270,NA,NA,NA,NA
1868-03-09 14:00:00,NA,NA,NA,5.56,NA
1868-03-09 14:00:00,NA,NA,NA,NA,2
1868-03-09 21:00:00,270,NA,NA,NA,NA
1868-03-09 21:00:00,NA,NA,NA,-1.67,NA
1868-03-09 21:00:00,NA,NA,NA,NA,2
1868-03-10,NA,"8 am",NA,NA,NA
1868-03-10,NA,NA,"12 am",NA,NA
1868-03-10 07:00:00,315,NA,NA,NA,NA
1868-03-10 07:00:00,NA,NA,NA,-1.11,NA
1868-03-10 07:00:00,NA,NA,NA,NA,5
1868-03-10 14:00:00,315,NA,NA,NA,NA
1868-03-10 14:00:00,NA,NA,NA,-3.89,NA
1868-03-10 14:00:00,NA,NA,NA,NA,11
1868-03-10 21:00:00,315,NA,NA,NA,NA
1868-03-10 21:00:00,NA,NA,NA,-15,NA
1868-03-10 21:00:00,NA,NA,NA,NA,11
1868-03-11 07:00:00,135,NA,NA,NA,NA
1868-03-11 07:00:00,NA,NA,NA,-18.33,NA
1868-03-11 07:00:00,NA,NA,NA,NA,1
1868-03-11 14:00:00,180,NA,NA,NA,NA
1868-03-11 14:00:00,NA,NA,NA,-2.78,NA
1868-03-11 14:00:00,NA,NA,NA,NA,2
1868-03-11 21:00:00,180,NA,NA,NA,NA
1868-03-11 21:00:00,NA,NA,NA,-8.33,NA
1868-03-11 21:00:00,NA,NA,NA,NA,5
1868-03-12,NA,"3 pm",NA,NA,NA
1868-03-12 07:00:00,180,NA,NA,NA,NA
1868-03-12 07:00:00,NA,NA,NA,-3.89,NA
1868-03-12 07:00:00,NA,NA,NA,NA,2
1868-03-12 14:00:00,180,NA,NA,NA,NA
1868-03-12 14:00:00,NA,NA,NA,2.78,NA
1868-03-12 14:00:00,NA,NA,NA,NA,2
1868-03-12 21:00:00,180,NA,NA,NA,NA
1868-03-12 21:00:00,NA,NA,NA,0,NA
1868-03-12 21:00:00,NA,NA,NA,NA,11
1868-03-13,NA,NA,"6 am",NA,NA
1868-03-13 07:00:00,225,NA,NA,NA,NA
1868-03-13 07:00:00,NA,NA,NA,1.67,NA
1868-03-13 07:00:00,NA,NA,NA,NA,2
1868-03-13 14:00:00,270,NA,NA,NA,NA
1868-03-13 14:00:00,NA,NA,NA,3.89,NA
1868-03-13 14:00:00,NA,NA,NA,NA,2
1868-03-13 21:00:00,270,NA,NA,NA,NA
1868-03-13 21:00:00,NA,NA,NA,1.67,NA
1868-03-13 21:00:00,NA,NA,NA,NA,2
1868-03-14 07:00:00,180,NA,NA,NA,NA
1868-03-14 07:00:00,NA,NA,NA,1.67,NA
1868-03-14 07:00:00,NA,NA,NA,NA,5
1868-03-14 14:00:00,180,NA,NA,NA,NA
1868-03-14 14:00:00,NA,NA,NA,6.11,NA
1868-03-14 14:00:00,NA,NA,NA,NA,5
1868-03-14 21:00:00,180,NA,NA,NA,NA
1868-03-14 21:00:00,NA,NA,NA,3.89,NA
1868-03-14 21:00:00,NA,NA,NA,NA,5
1868-03-15 07:00:00,180,NA,NA,NA,NA
1868-03-15 07:00:00,NA,NA,NA,3.33,NA
1868-03-15 07:00:00,NA,NA,NA,NA,2
1868-03-15 14:00:00,270,NA,NA,NA,NA
1868-03-15 14:00:00,NA,NA,NA,7.78,NA
1868-03-15 14:00:00,NA,NA,NA,NA,2
1868-03-15 21:00:00,0,NA,NA,NA,NA
1868-03-15 21:00:00,NA,NA,NA,1.67,NA
1868-03-15 21:00:00,NA,NA,NA,NA,11
1868-03-16,NA,"9 pm",NA,NA,NA
1868-03-16 07:00:00,135,NA,NA,NA,NA
1868-03-16 07:00:00,NA,NA,NA,-1.11,NA
1868-03-16 07:00:00,NA,NA,NA,NA,1
1868-03-16 14:00:00,135,NA,NA,NA,NA
1868-03-16 14:00:00,NA,NA,NA,3.33,NA
1868-03-16 14:00:00,NA,NA,NA,NA,2
1868-03-16 21:00:00,180,NA,NA,NA,NA
1868-03-16 21:00:00,NA,NA,NA,1.11,NA
1868-03-16 21:00:00,NA,NA,NA,NA,5
1868-03-17,NA,NA,"6 am",NA,NA
1868-03-17 07:00:00,180,NA,NA,NA,NA
1868-03-17 07:00:00,NA,NA,NA,3.33,NA
1868-03-17 07:00:00,NA,NA,NA,NA,5
1868-03-17 14:00:00,225,NA,NA,NA,NA
1868-03-17 14:00:00,NA,NA,NA,11.11,NA
1868-03-17 14:00:00,NA,NA,NA,NA,11
1868-03-17 21:00:00,315,NA,NA,NA,NA
1868-03-17 21:00:00,NA,NA,NA,2.78,NA
1868-03-17 21:00:00,NA,NA,NA,NA,11
1868-03-18 07:00:00,315,NA,NA,NA,NA
1868-03-18 07:00:00,NA,NA,NA,-13.89,NA
1868-03-18 07:00:00,NA,NA,NA,NA,11
1868-03-18 14:00:00,315,NA,NA,NA,NA
1868-03-18 14:00:00,NA,NA,NA,-6.67,NA
1868-03-18 14:00:00,NA,NA,NA,NA,5
1868-03-18 21:00:00,315,NA,NA,NA,NA
1868-03-18 21:00:00,NA,NA,NA,-12.22,NA
1868-03-18 21:00:00,NA,NA,NA,NA,1
1868-03-19 07:00:00,225,NA,NA,NA,NA
1868-03-19 07:00:00,NA,NA,NA,-6.67,NA
1868-03-19 07:00:00,NA,NA,NA,NA,2
1868-03-19 14:00:00,180,NA,NA,NA,NA
1868-03-19 14:00:00,NA,NA,NA,6.11,NA
1868-03-19 14:00:00,NA,NA,NA,NA,2
1868-03-19 21:00:00,180,NA,NA,NA,NA
1868-03-19 21:00:00,NA,NA,NA,-1.11,NA
1868-03-19 21:00:00,NA,NA,NA,NA,2
1868-03-20 07:00:00,22.5,NA,NA,NA,NA
1868-03-20 07:00:00,NA,NA,NA,-12.22,NA
1868-03-20 07:00:00,NA,NA,NA,NA,5
1868-03-20 14:00:00,22.5,NA,NA,NA,NA
1868-03-20 14:00:00,NA,NA,NA,-6.67,NA
1868-03-20 14:00:00,NA,NA,NA,NA,5
1868-03-20 21:00:00,45,NA,NA,NA,NA
1868-03-20 21:00:00,NA,NA,NA,-15.56,NA
1868-03-20 21:00:00,NA,NA,NA,NA,11
1868-03-21 07:00:00,0,NA,NA,NA,NA
1868-03-21 07:00:00,NA,NA,NA,-20.56,NA
1868-03-21 07:00:00,NA,NA,NA,NA,2
1868-03-21 14:00:00,0,NA,NA,NA,NA
1868-03-21 14:00:00,NA,NA,NA,-11.11,NA
1868-03-21 14:00:00,NA,NA,NA,NA,2
1868-03-21 21:00:00,45,NA,NA,NA,NA
1868-03-21 21:00:00,NA,NA,NA,-17.78,NA
1868-03-21 21:00:00,NA,NA,NA,NA,5
1868-03-22 07:00:00,90,NA,NA,NA,NA
1868-03-22 07:00:00,NA,NA,NA,-12.22,NA
1868-03-22 07:00:00,NA,NA,NA,NA,2
1868-03-22 14:00:00,157.5,NA,NA,NA,NA
1868-03-22 14:00:00,NA,NA,NA,-6.67,NA
1868-03-22 14:00:00,NA,NA,NA,NA,2
1868-03-22 21:00:00,135,NA,NA,NA,NA
1868-03-22 21:00:00,NA,NA,NA,-5,NA
1868-03-22 21:00:00,NA,NA,NA,NA,5
1868-03-23 07:00:00,315,NA,NA,NA,NA
1868-03-23 07:00:00,NA,NA,NA,-6.67,NA
1868-03-23 07:00:00,NA,NA,NA,NA,2
1868-03-23 14:00:00,315,NA,NA,NA,NA
1868-03-23 14:00:00,NA,NA,NA,-2.22,NA
1868-03-23 14:00:00,NA,NA,NA,NA,5
1868-03-23 21:00:00,0,NA,NA,NA,NA
1868-03-23 21:00:00,NA,NA,NA,-9.44,NA
1868-03-23 21:00:00,NA,NA,NA,NA,11
1868-03-24 07:00:00,315,NA,NA,NA,NA
1868-03-24 07:00:00,NA,NA,NA,-11.11,NA
1868-03-24 07:00:00,NA,NA,NA,NA,2
1868-03-24 14:00:00,315,NA,NA,NA,NA
1868-03-24 14:00:00,NA,NA,NA,-5,NA
1868-03-24 14:00:00,NA,NA,NA,NA,2
1868-03-24 21:00:00,45,NA,NA,NA,NA
1868-03-24 21:00:00,NA,NA,NA,-9.44,NA
1868-03-24 21:00:00,NA,NA,NA,NA,5
1868-03-25 07:00:00,315,NA,NA,NA,NA
1868-03-25 07:00:00,NA,NA,NA,-12.78,NA
1868-03-25 07:00:00,NA,NA,NA,NA,2
1868-03-25 14:00:00,270,NA,NA,NA,NA
1868-03-25 14:00:00,NA,NA,NA,-1.67,NA
1868-03-25 14:00:00,NA,NA,NA,NA,5
1868-03-25 21:00:00,315,NA,NA,NA,NA
1868-03-25 21:00:00,NA,NA,NA,-9.44,NA
1868-03-25 21:00:00,NA,NA,NA,NA,5
1868-03-26 07:00:00,315,NA,NA,NA,NA
1868-03-26 07:00:00,NA,NA,NA,-9.44,NA
1868-03-26 07:00:00,NA,NA,NA,NA,1
1868-03-26 14:00:00,270,NA,NA,NA,NA
1868-03-26 14:00:00,NA,NA,NA,3.33,NA
1868-03-26 14:00:00,NA,NA,NA,NA,5
1868-03-26 21:00:00,337.5,NA,NA,NA,NA
1868-03-26 21:00:00,NA,NA,NA,0.56,NA
1868-03-26 21:00:00,NA,NA,NA,NA,11
1868-03-27 07:00:00,315,NA,NA,NA,NA
1868-03-27 07:00:00,NA,NA,NA,3.33,NA
1868-03-27 07:00:00,NA,NA,NA,NA,1
1868-03-27 14:00:00,315,NA,NA,NA,NA
1868-03-27 14:00:00,NA,NA,NA,4.44,NA
1868-03-27 14:00:00,NA,NA,NA,NA,2
1868-03-27 21:00:00,337.5,NA,NA,NA,NA
1868-03-27 21:00:00,NA,NA,NA,-1.67,NA
1868-03-27 21:00:00,NA,NA,NA,NA,1
1868-03-28 07:00:00,45,NA,NA,NA,NA
1868-03-28 07:00:00,NA,NA,NA,-1.11,NA
1868-03-28 07:00:00,NA,NA,NA,NA,1
1868-03-28 14:00:00,45,NA,NA,NA,NA
1868-03-28 14:00:00,NA,NA,NA,4.44,NA
1868-03-28 14:00:00,NA,NA,NA,NA,2
1868-03-28 21:00:00,45,NA,NA,NA,NA
1868-03-28 21:00:00,NA,NA,NA,-3.89,NA
1868-03-28 21:00:00,NA,NA,NA,NA,2
1868-03-29 07:00:00,180,NA,NA,NA,NA
1868-03-29 07:00:00,NA,NA,NA,1.11,NA
1868-03-29 07:00:00,NA,NA,NA,NA,2
1868-03-29 14:00:00,180,NA,NA,NA,NA
1868-03-29 14:00:00,NA,NA,NA,10,NA
1868-03-29 14:00:00,NA,NA,NA,NA,5
1868-03-29 21:00:00,180,NA,NA,NA,NA
1868-03-29 21:00:00,NA,NA,NA,6.67,NA
1868-03-29 21:00:00,NA,NA,NA,NA,2
1868-03-30 07:00:00,315,NA,NA,NA,NA
1868-03-30 07:00:00,NA,NA,NA,7.22,NA
1868-03-30 07:00:00,NA,NA,NA,NA,2
1868-03-30 14:00:00,315,NA,NA,NA,NA
1868-03-30 14:00:00,NA,NA,NA,7.22,NA
1868-03-30 14:00:00,NA,NA,NA,NA,5
1868-03-30 21:00:00,315,NA,NA,NA,NA
1868-03-30 21:00:00,NA,NA,NA,0.56,NA
1868-03-30 21:00:00,NA,NA,NA,NA,1
1868-03-31 07:00:00,180,NA,NA,NA,NA
1868-03-31 07:00:00,NA,NA,NA,4.44,NA
1868-03-31 07:00:00,NA,NA,NA,NA,2
1868-03-31 14:00:00,180,NA,NA,NA,NA
1868-03-31 14:00:00,NA,NA,NA,10,NA
1868-03-31 14:00:00,NA,NA,NA,NA,11
1868-03-31 21:00:00,315,NA,NA,NA,NA
1868-03-31 21:00:00,NA,NA,NA,5.56,NA
1868-03-31 21:00:00,NA,NA,NA,NA,11
1868-04-01,NA,"empty","empty",NA,NA
1868-04-01 07:00:00,315,NA,NA,NA,NA
1868-04-01 07:00:00,NA,NA,NA,-6.67,NA
1868-04-01 07:00:00,NA,NA,NA,NA,5
1868-04-01 14:00:00,315,NA,NA,NA,NA
1868-04-01 14:00:00,NA,NA,NA,-1.11,NA
1868-04-01 14:00:00,NA,NA,NA,NA,11
1868-04-01 21:00:00,315,NA,NA,NA,NA
1868-04-01 21:00:00,NA,NA,NA,-9.44,NA
1868-04-01 21:00:00,NA,NA,NA,NA,11
1868-04-02,NA,"empty","empty",NA,NA
1868-04-02 07:00:00,315,NA,NA,NA,NA
1868-04-02 07:00:00,NA,NA,NA,-17.22,NA
1868-04-02 07:00:00,NA,NA,NA,NA,2
1868-04-02 14:00:00,315,NA,NA,NA,NA
1868-04-02 14:00:00,NA,NA,NA,-4.44,NA
1868-04-02 14:00:00,NA,NA,NA,NA,2
1868-04-02 21:00:00,315,NA,NA,NA,NA
1868-04-02 21:00:00,NA,NA,NA,-9.44,NA
1868-04-02 21:00:00,NA,NA,NA,NA,1
1868-04-03,NA,"empty","empty",NA,NA
1868-04-03 07:00:00,315,NA,NA,NA,NA
1868-04-03 07:00:00,NA,NA,NA,-9.44,NA
1868-04-03 07:00:00,NA,NA,NA,NA,2
1868-04-03 14:00:00,90,NA,NA,NA,NA
1868-04-03 14:00:00,NA,NA,NA,0,NA
1868-04-03 14:00:00,NA,NA,NA,NA,2
1868-04-03 21:00:00,45,NA,NA,NA,NA
1868-04-03 21:00:00,NA,NA,NA,-5,NA
1868-04-03 21:00:00,NA,NA,NA,NA,11
1868-04-04,NA,"empty","empty",NA,NA
1868-04-04 07:00:00,0,NA,NA,NA,NA
1868-04-04 07:00:00,NA,NA,NA,-16.11,NA
1868-04-04 07:00:00,NA,NA,NA,NA,5
1868-04-04 14:00:00,0,NA,NA,NA,NA
1868-04-04 14:00:00,NA,NA,NA,-9.44,NA
1868-04-04 14:00:00,NA,NA,NA,NA,11
1868-04-04 21:00:00,0,NA,NA,NA,NA
1868-04-04 21:00:00,NA,NA,NA,-15,NA
1868-04-04 21:00:00,NA,NA,NA,NA,11
1868-04-05,NA,"empty","empty",NA,NA
1868-04-05 07:00:00,0,NA,NA,NA,NA
1868-04-05 07:00:00,NA,NA,NA,-12.22,NA
1868-04-05 07:00:00,NA,NA,NA,NA,5
1868-04-05 14:00:00,0,NA,NA,NA,NA
1868-04-05 14:00:00,NA,NA,NA,-9.44,NA
1868-04-05 14:00:00,NA,NA,NA,NA,5
1868-04-05 21:00:00,0,NA,NA,NA,NA
1868-04-05 21:00:00,NA,NA,NA,-15,NA
1868-04-05 21:00:00,NA,NA,NA,NA,5
1868-04-06,NA,"empty","empty",NA,NA
1868-04-06 07:00:00,135,NA,NA,NA,NA
1868-04-06 07:00:00,NA,NA,NA,-12.22,NA
1868-04-06 07:00:00,NA,NA,NA,NA,1
1868-04-06 14:00:00,315,NA,NA,NA,NA
1868-04-06 14:00:00,NA,NA,NA,-6.67,NA
1868-04-06 14:00:00,NA,NA,NA,NA,2
1868-04-06 21:00:00,135,NA,NA,NA,NA
1868-04-06 21:00:00,NA,NA,NA,-12.22,NA
1868-04-06 21:00:00,NA,NA,NA,NA,2
1868-04-07,NA,"4 pm",NA,NA,NA
1868-04-07,NA,NA,"empty",NA,NA
1868-04-07 07:00:00,135,NA,NA,NA,NA
1868-04-07 07:00:00,NA,NA,NA,-12.22,NA
1868-04-07 07:00:00,NA,NA,NA,NA,1
1868-04-07 14:00:00,90,NA,NA,NA,NA
1868-04-07 14:00:00,NA,NA,NA,1.67,NA
1868-04-07 14:00:00,NA,NA,NA,NA,5
1868-04-07 21:00:00,45,NA,NA,NA,NA
1868-04-07 21:00:00,NA,NA,NA,-7.22,NA
1868-04-07 21:00:00,NA,NA,NA,NA,11
1868-04-08,NA,"empty",NA,NA,NA
1868-04-08,NA,NA,"6 am",NA,NA
1868-04-08 07:00:00,315,NA,NA,NA,NA
1868-04-08 07:00:00,NA,NA,NA,-12.78,NA
