"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"MooseFactory","51.24","-80.76","9","America/Toronto","5","71836","6075425"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","p","pr","ptb","pte","sd","ta","ta_mean","tb","Tn","w","ww"
1862-03-09 21:00:00,NA,157.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-09 21:00:00,NA,NA,1004.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA
1862-03-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA
1862-03-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RN +SN +IP NA"
1862-03-10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-10,NA,NA,NA,NA,NA,NA,NA,NA,-1.39,NA,NA,NA,NA
1862-03-10 07:00:00,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-10 07:00:00,NA,247.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-10 07:00:00,NA,NA,992.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-10 14:00:00,18.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-10 14:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-10 14:00:00,NA,NA,993.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1862-03-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-10 21:00:00,19.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-10 21:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-10 21:00:00,NA,NA,1000.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,-5.56,NA,NA,NA,NA,NA
1862-03-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1862-03-11,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-11,NA,NA,NA,NA,NA,NA,NA,NA,-8.98,NA,NA,NA,NA
1862-03-11 07:00:00,7.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-11 07:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-11 07:00:00,NA,NA,1005.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,-11.11,NA,NA,NA,NA,NA
1862-03-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-11 14:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-11 14:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-11 14:00:00,NA,NA,1006.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,-5.56,NA,NA,NA,NA,NA
1862-03-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-11 21:00:00,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-11 21:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-11 21:00:00,NA,NA,1008.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1862-03-12,NA,NA,NA,NA,NA,NA,NA,NA,-14.58,NA,NA,NA,NA
1862-03-12 07:00:00,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-12 07:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-12 07:00:00,NA,NA,1009.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1862-03-12 14:00:00,19.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-12 14:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-12 14:00:00,NA,NA,1018.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-12 21:00:00,14.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1862-03-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-12 21:00:00,NA,NA,1024.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,-18.89,NA,NA,NA,NA,NA
1862-03-13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-13,NA,NA,NA,NA,NA,NA,NA,NA,-17.59,NA,NA,NA,NA
1862-03-13 07:00:00,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1862-03-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-13 07:00:00,NA,NA,1027.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,-25,NA,NA,NA,NA,NA
1862-03-13 14:00:00,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-13 14:00:00,NA,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-13 14:00:00,NA,NA,1030.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,-12.22,NA,NA,NA,NA,NA
1862-03-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-13 21:00:00,13.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-13 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-13 21:00:00,NA,NA,1027.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,-15.56,NA,NA,NA,NA,NA
1862-03-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-14,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-14,NA,NA,NA,NA,NA,NA,NA,NA,-13.71,NA,NA,NA,NA
1862-03-14 07:00:00,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1862-03-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-14 07:00:00,NA,NA,1024.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,-20.56,NA,NA,NA,NA,NA
1862-03-14 14:00:00,20.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-14 14:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-14 14:00:00,NA,NA,1024.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-14 21:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1862-03-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-14 21:00:00,NA,NA,1024.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-15,NA,NA,NA,NA,NA,NA,NA,NA,-12.28,NA,NA,NA,NA
1862-03-15 07:00:00,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1862-03-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-15 07:00:00,NA,NA,1021.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,-21.11,NA,NA,NA,NA,NA
1862-03-15 14:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-15 14:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-15 14:00:00,NA,NA,1022.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-15 21:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-15 21:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-15 21:00:00,NA,NA,1022.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-16,NA,NA,NA,NA,NA,NA,NA,NA,-8.52,NA,NA,NA,NA
1862-03-16 07:00:00,4.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-16 07:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-16 07:00:00,NA,NA,1020.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,-13.33,NA,NA,NA,NA,NA
1862-03-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-16 14:00:00,20.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-16 14:00:00,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-16 14:00:00,NA,NA,1021.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,-5.56,NA,NA,NA,NA,NA
1862-03-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA
1862-03-16 21:00:00,21.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-16 21:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-16 21:00:00,NA,NA,1022.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,-6.67,NA,NA,NA,NA,NA
1862-03-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA
1862-03-17,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-17,NA,NA,NA,NA,NA,NA,NA,NA,-8.33,NA,NA,NA,NA
1862-03-17 07:00:00,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-17 07:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-17 07:00:00,NA,NA,1019.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-17 14:00:00,19.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-17 14:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-17 14:00:00,NA,NA,1022.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-17 21:00:00,19.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-17 21:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-17 21:00:00,NA,NA,1022.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,-8.89,NA,NA,NA,NA,NA
1862-03-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-18,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-18,NA,NA,NA,NA,NA,NA,NA,NA,-12.18,NA,NA,NA,NA
1862-03-18 07:00:00,7.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1862-03-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-18 07:00:00,NA,NA,1024.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-18 14:00:00,20.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-18 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-18 14:00:00,NA,NA,1027.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,-6.67,NA,NA,NA,NA,NA
1862-03-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-18 21:00:00,20.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-18 21:00:00,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-18 21:00:00,NA,NA,1027.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,-10.56,NA,NA,NA,NA,NA
1862-03-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-19,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-19,NA,NA,NA,NA,NA,NA,NA,NA,-9.08,NA,NA,NA,NA
1862-03-19 07:00:00,5.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-19 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-19 07:00:00,NA,NA,1027.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,-16.11,NA,NA,NA,NA,NA
1862-03-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-19 14:00:00,20.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-19 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-19 14:00:00,NA,NA,1028.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,-3.33,NA,NA,NA,NA,NA
1862-03-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1862-03-19 21:00:00,19.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-19 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-19 21:00:00,NA,NA,1027.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,-7.78,NA,NA,NA,NA,NA
1862-03-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-20,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1862-03-20,NA,NA,NA,NA,NA,NA,NA,NA,-4.96,NA,NA,NA,NA
1862-03-20 07:00:00,7.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-20 07:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-20 07:00:00,NA,NA,1026.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1862-03-20 14:00:00,18.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-20 14:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-20 14:00:00,NA,NA,1026.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-20 21:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-20 21:00:00,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
