"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Quebec","46.81","-71.22","80.8","America/Montreal","5","71714","7016293"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"e","specific humidity","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"rh","relative humidity","atmospheric material",NA,"%","sub-daily","instrumental","original_observation","field method","n",NA
"rr","precipitation","atmospheric material",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"ta_range","air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"tb_mean","humidity","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tbn","humidity","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tbx","humidity","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"td","hydroclimatic variable","atmospheric material",NA,"C","sub-daily","instrumental","calculated","computational method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Txs","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","e","p","pr","rh","rr","sd","ta","ta_mean","ta_range","tb","tb_mean","tbn","tbx","td","tdb","Tn","Tx","Txs","w","ww"
1868-06-29 15:00:00,20,45,NA,1014.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,",ovc"
1868-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,12.89,27.78,NA,NA,NA
1868-06-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.56,NA,NA
1868-06-30 09:00:00,19.44,45,NA,1013.61,0,NA,NA,NA,NA,NA,NA,15.67,NA,NA,NA,NA,19.44,NA,NA,NA,1,NA
1868-06-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.11,NA,NA,NA,NA,30.33,NA,NA,NA,NA,NA
1868-06-30 15:00:00,22.22,45,NA,1009.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.78,NA,NA,NA,NA,NA,NA,19.06,28.06,NA,NA,",bkn"
1868-07-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.06,NA,NA
1868-07-01 09:00:00,21.67,270,NA,1012.39,0,NA,NA,NA,NA,NA,NA,18.33,NA,NA,NA,NA,21.78,NA,NA,NA,1,",sh"
1868-07-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,NA,NA,NA,NA,26.67,NA,NA,NA,NA,NA
1868-07-01 15:00:00,23.33,270,NA,1010.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,",skc"
1868-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.94,NA,NA,NA,NA,NA,NA,18.17,31,NA,NA,",ts"
1868-07-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.67,NA,NA
1868-07-02 09:00:00,22.22,0,NA,1015.31,0.51,NA,NA,NA,NA,NA,NA,21.78,NA,NA,NA,NA,23.61,NA,NA,NA,1,NA
1868-07-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,NA,NA,NA,NA,27.78,NA,NA,NA,NA,NA
1868-07-02 15:00:00,23.33,45,NA,1010.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,15.89,34.61,NA,NA,NA
1868-07-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.22,NA,NA
1868-07-03 09:00:00,22.22,225,NA,1011.51,0.25,NA,NA,NA,NA,NA,NA,20.89,NA,NA,NA,NA,22.61,NA,NA,NA,1,NA
1868-07-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.67,NA,NA,NA,NA,33.5,NA,NA,NA,NA,NA
1868-07-03 15:00:00,24.44,45,NA,1009.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5,NA,NA,NA,NA,NA,NA,21.22,36.5,NA,NA,NA
1868-07-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA
1868-07-04 09:00:00,25,315,NA,1010.16,0,NA,NA,NA,NA,NA,NA,23.89,NA,NA,NA,NA,27.28,NA,NA,NA,1,NA
1868-07-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.11,NA,NA,NA,NA,35.72,NA,NA,NA,NA,NA
1868-07-04 15:00:00,26.67,270,NA,1005.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1868-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.06,NA,NA,NA,NA,NA,NA,23.61,33.33,NA,NA,NA
1868-07-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.22,NA,NA
1868-07-05 09:00:00,26.67,0,NA,1007.32,0,NA,NA,NA,NA,NA,NA,23.67,NA,NA,NA,NA,28.89,NA,NA,NA,1,NA
1868-07-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.89,NA,NA,NA,NA,32.22,NA,NA,NA,NA,NA
1868-07-05 15:00:00,26.67,0,NA,1008.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,",skc"
1868-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.17,NA,NA,NA,NA,NA,NA,11.5,26.11,NA,NA,NA
1868-07-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA
1868-07-06 09:00:00,22.78,90,NA,1018.76,0,NA,NA,NA,NA,NA,NA,12.56,NA,NA,NA,NA,17.78,NA,NA,NA,1,NA
1868-07-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.22,NA,NA,NA,NA,25,NA,NA,NA,NA,NA
1868-07-06 15:00:00,23.33,90,NA,1014.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,",skc"
1868-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.72,NA,NA,NA,NA,NA,NA,13.5,20.56,NA,NA,",ra"
1868-07-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.78,NA,NA
1868-07-07 09:00:00,22.22,90,NA,1007.38,10.16,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,16.94,NA,NA,NA,1,NA
1868-07-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.89,NA,NA,NA,NA,20.56,NA,NA,NA,NA,NA
1868-07-07 15:00:00,22.22,315,NA,1005.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.89,NA,NA,NA,NA,NA,NA,14.72,26.78,NA,NA,NA
1868-07-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.89,NA,NA
1868-07-08 09:00:00,21.67,135,NA,1009.69,6.1,NA,NA,NA,NA,NA,NA,17.67,NA,NA,NA,NA,19.11,NA,NA,NA,1,",bkn"
1868-07-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.72,NA,NA,NA,NA,26.22,NA,NA,NA,NA,NA
1868-07-08 15:00:00,23.33,270,NA,1009.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,",skc"
1868-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.67,NA,NA,NA,NA,NA,NA,15,31.11,NA,NA,NA
1868-07-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.67,NA,NA
1868-07-09 09:00:00,22.22,135,NA,1012.19,0,NA,NA,NA,NA,NA,NA,18.33,NA,NA,NA,NA,21.39,NA,NA,NA,1,NA
1868-07-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.33,NA,NA,NA,NA,30.83,NA,NA,NA,NA,NA
1868-07-09 15:00:00,23.33,90,NA,1010.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA,NA,NA,NA,NA,16.22,33.44,NA,NA,NA
1868-07-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.94,NA,NA
1868-07-10 09:00:00,23.33,315,NA,1014.83,0,NA,NA,NA,NA,NA,NA,20.56,NA,NA,NA,NA,23.67,NA,NA,NA,1,",skc"
1868-07-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.56,NA,NA,NA,NA,32.78,NA,NA,NA,NA,NA
1868-07-10 15:00:00,24.44,315,NA,1008.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1868-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.89,NA,NA,NA,NA,NA,NA,18.89,35.78,NA,NA,NA
1868-07-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.22,NA,NA
1868-07-11 09:00:00,24.44,270,NA,1009.01,0.25,NA,NA,NA,NA,NA,NA,22.22,NA,NA,NA,NA,25,NA,NA,NA,1,NA
1868-07-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.28,NA,NA,NA,NA,35,NA,NA,NA,NA,NA
1868-07-11 15:00:00,26.11,270,NA,1006.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.67,NA,NA,NA,NA,NA,NA,18.33,33.44,NA,NA,",ts"
1868-07-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.11,NA,NA
1868-07-12 09:00:00,24.44,90,NA,1008.26,0,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,21.83,NA,NA,NA,1,NA
1868-07-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.78,NA,NA,NA,NA,32.78,NA,NA,NA,NA,NA
1868-07-12 15:00:00,25.56,90,NA,1005.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,18.61,35.44,NA,NA,NA
1868-07-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.78,NA,NA
1868-07-13 09:00:00,25,0,NA,1009.35,0,NA,NA,NA,NA,NA,NA,23.33,NA,NA,NA,NA,26.11,NA,NA,NA,1,",skc"
1868-07-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,27.89,NA,NA,NA,NA,NA
1868-07-13 15:00:00,27.78,45,NA,1008.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,",ts"
1868-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.61,NA,NA,NA,NA,NA,NA,22.22,35.39,NA,NA,",lt"
1868-07-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.33,NA,NA
1868-07-14 09:00:00,26.67,315,NA,1010.84,0,NA,NA,NA,NA,NA,NA,25.28,NA,NA,NA,NA,28.56,NA,NA,NA,1,NA
1868-07-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.28,NA,NA,NA,NA,31.89,NA,NA,NA,NA,NA
1868-07-14 15:00:00,27.78,90,NA,1007.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94,NA,NA,NA,NA,NA,NA,20.28,36.11,NA,NA,NA
1868-07-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.11,NA,NA
1868-07-15 09:00:00,26.11,225,NA,1002.1,0,NA,NA,NA,NA,NA,NA,24.22,NA,NA,NA,NA,27.06,NA,NA,NA,1,NA
1868-07-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.22,NA,NA,NA,NA,35.11,NA,NA,NA,NA,NA
1868-07-15 15:00:00,30.56,315,NA,1001.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,16.78,32.56,NA,NA,",missing"
1868-07-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.44,NA,NA
1868-07-16 09:00:00,25,45,NA,1010.3,0,NA,NA,NA,NA,NA,NA,18.11,NA,NA,NA,NA,24.44,NA,NA,NA,1,NA
1868-07-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.44,NA,NA,NA,NA,31.67,NA,NA,NA,NA,NA
1868-07-16 15:00:00,27.78,270,NA,1010.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,15.22,33.61,NA,NA,NA
1868-07-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.89,NA,NA
1868-07-17 09:00:00,23.33,135,NA,1010.7,0,NA,NA,NA,NA,NA,NA,19.44,NA,NA,NA,NA,23.67,NA,NA,NA,1,NA
1868-07-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.44,NA,NA,NA,NA,32.22,NA,NA,NA,NA,NA
1868-07-17 15:00:00,27.78,225,NA,1008.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.06,NA,NA,NA,NA,NA,NA,17.94,26.67,NA,NA,",bkn"
1868-07-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.33,NA,NA
1868-07-18 09:00:00,23.33,315,NA,1007.86,0,NA,NA,NA,NA,NA,NA,19.72,NA,NA,NA,NA,22.5,NA,NA,NA,1,NA
1868-07-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.67,NA,NA,NA,NA,25.67,NA,NA,NA,NA,NA
1868-07-18 15:00:00,24.44,315,NA,1007.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.33,NA,NA,NA,NA,NA,NA,17.56,30,NA,NA,NA
1868-07-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA
1868-07-19 09:00:00,22.78,90,NA,1009.08,2.54,NA,NA,NA,NA,NA,NA,19.56,NA,NA,NA,NA,22,NA,NA,NA,1,NA
1868-07-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.06,NA,NA,NA,NA,29.44,NA,NA,NA,NA,NA
1868-07-19 15:00:00,26.11,135,NA,1010.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,",skc"
1868-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.39,NA,NA,NA,NA,NA,NA,15.72,31.11,NA,NA,NA
1868-07-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.39,NA,NA
1868-07-20 09:00:00,22.22,90,NA,1015.17,0,NA,NA,NA,NA,NA,NA,19.44,NA,NA,NA,NA,22.78,NA,NA,NA,1,NA
1868-07-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.06,NA,NA,NA,NA,30,NA,NA,NA,NA,NA
1868-07-20 15:00:00,25.56,180,NA,1013.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA,NA,17.22,31,NA,NA,NA
1868-07-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.67,NA,NA
1868-07-21 09:00:00,23.89,225,NA,1009.48,0,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,23.44,NA,NA,NA,1,NA
1868-07-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.67,NA,NA,NA,NA,30,NA,NA,NA,NA,NA
1868-07-21 15:00:00,27.22,225,NA,1004.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,",bkn"
1868-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,15.78,27.56,NA,NA,",ra"
1868-07-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.89,NA,NA
1868-07-22 09:00:00,24.44,90,NA,1002.78,57.15,NA,NA,NA,NA,NA,NA,18.06,NA,NA,NA,NA,21.39,NA,NA,NA,1,NA
1868-07-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.61,NA,NA,NA,NA,26.11,NA,NA,NA,NA,NA
1868-07-22 15:00:00,24.44,135,NA,1005.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33,NA,NA,NA,NA,NA,NA,10.33,27.78,NA,NA,NA
1868-07-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.56,NA,NA
1868-07-23 09:00:00,17.22,180,NA,1009.96,0,NA,NA,NA,NA,NA,NA,12.89,NA,NA,NA,NA,16.11,NA,NA,NA,1,NA
1868-07-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.94,NA,NA,NA,NA,24.44,NA,NA,NA,NA,NA
1868-07-23 15:00:00,22.22,225,NA,1006.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.89,NA,NA,NA,NA,NA,NA,13.89,21.78,NA,NA,",ts"
1868-07-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.78,NA,NA
1868-07-24 09:00:00,20.56,180,NA,1004.94,0,NA,NA,NA,NA,NA,NA,18.11,NA,NA,NA,NA,21,NA,NA,NA,1,NA
1868-07-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.11,NA,NA,NA,NA,18.67,NA,NA,NA,NA,NA
1868-07-24 15:00:00,20,90,NA,1005.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.06,NA,NA,NA,NA,NA,NA,15.94,26.67,NA,NA,NA
1868-07-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.33,NA,NA
1868-07-25 09:00:00,20,135,NA,1005.28,18.03,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,18.89,NA,NA,NA,1,NA
1868-07-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.33,NA,NA,NA,NA,26.11,NA,NA,NA,NA,NA
1868-07-25 15:00:00,22.78,90,NA,1004.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,",skc"
1868-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.44,NA,NA,NA,NA,NA,NA,10.22,25.56,NA,NA,NA
1868-07-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.83,NA,NA
1868-07-26 09:00:00,18.33,0,NA,1008.87,0,NA,NA,NA,NA,NA,NA,13.06,NA,NA,NA,NA,18.61,NA,NA,NA,1,NA
1868-07-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.83,NA,NA,NA,NA,24,NA,NA,NA,NA,NA
1868-07-26 15:00:00,22.22,0,NA,1007.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1868-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94,NA,NA,NA,NA,NA,NA,8.78,28.5,NA,NA,NA
1868-07-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.33,NA,NA
1868-07-27 09:00:00,18.89,225,NA,1012.94,0,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,17.22,NA,NA,NA,1,NA
1868-07-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.56,NA,NA,NA,NA,26.78,NA,NA,NA,NA,NA
1868-07-27 15:00:00,22.22,225,NA,1010.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,",skc"
1868-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.06,NA,NA,NA,NA,NA,NA,15.33,24.06,NA,NA,",bkn"
1868-07-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.39,NA,NA
1868-07-28 09:00:00,20,90,NA,1011.72,0,NA,NA,NA,NA,NA,NA,16.89,NA,NA,NA,NA,18.72,NA,NA,NA,1,NA
1868-07-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,NA,NA,NA,NA,22.78,NA,NA,NA,NA,NA
1868-07-28 15:00:00,21.67,90,NA,1009.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.39,NA,NA,NA,NA,NA,NA,14,27.39,NA,NA,",bkn"
1868-07-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.89,NA,NA
1868-07-29 09:00:00,18.89,90,NA,1013.55,0,NA,NA,NA,NA,NA,NA,17.94,NA,NA,NA,NA,19.44,NA,NA,NA,1,NA
1868-07-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.61,NA,NA,NA,NA,26.67,NA,NA,NA,NA,NA
1868-07-29 15:00:00,22.22,45,NA,1011.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.11,NA,NA,NA,NA,NA,NA,15.72,25.39,NA,NA,",ra"
1868-07-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.89,NA,NA
1868-07-30 09:00:00,20.56,135,NA,1010.5,1.02,NA,NA,NA,NA,NA,NA,18.44,NA,NA,NA,NA,20,NA,NA,NA,1,NA
1868-07-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.83,NA,NA,NA,NA,24.17,NA,NA,NA,NA,NA
1868-07-30 15:00:00,22.78,225,NA,1009.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,",bkn"
1868-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.17,NA,NA,NA,NA,NA,NA,12.78,19.39,NA,NA,NA
1868-07-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA
1868-07-31 09:00:00,18.33,0,NA,1008.47,0,NA,NA,NA,NA,NA,NA,16.28,NA,NA,NA,NA,18.33,NA,NA,NA,1,",bkn"
1868-07-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.22,NA,NA,NA,NA,19.44,NA,NA,NA,NA,NA
