"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Kingston","44.2","-76.5","85.3","America/Toronto","5","71820","6104185"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"e","specific humidity","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"rh","relative humidity","atmospheric material",NA,"%","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"tb_mean","humidity","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tbn","humidity","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tbx","humidity","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"td","hydroclimatic variable","atmospheric material",NA,"C","sub-daily","instrumental","calculated","computational method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Txs","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","e","p","pr","rh","ta_mean","tb","tb_mean","tbn","tbx","td","tdb","Tn","Tx","Txs","w","ww"
1859-04-14 09:00:00,12.22,45,7.11,996.07,12.7,NA,NA,1.94,NA,NA,NA,0.83,2.22,NA,NA,NA,12.5,NA
1859-04-14 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-14 14:00:00,16.67,NA,8.57,991.13,NA,92.8,NA,4.89,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
1859-04-14 15:00:00,NA,112.5,NA,NA,NA,NA,NA,4.89,NA,NA,NA,3.78,5,NA,NA,NA,15.3,NA
1859-04-15,NA,NA,NA,NA,NA,NA,3.83,NA,3.53,1.22,5.83,NA,NA,1.67,6,NA,NA,"rain"
1859-04-15 07:00:00,NA,NA,NA,NA,NA,92.8,NA,4.78,NA,NA,NA,NA,5,NA,NA,8.22,NA,NA
1859-04-15 09:00:00,12.5,180,8.57,991.67,10.16,NA,NA,4.78,NA,NA,NA,3.78,5,NA,NA,NA,10.82,NA
1859-04-15 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-15 14:00:00,16.11,NA,8.91,989.98,NA,92.7,NA,5,NA,NA,NA,NA,5.28,NA,NA,NA,NA,NA
1859-04-15 15:00:00,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4.33,5.28,NA,NA,NA,NA,NA
1859-04-16,NA,NA,NA,NA,NA,NA,2.72,NA,3.53,-0.11,7.17,NA,NA,0,5.44,NA,NA,"rain"
1859-04-16 07:00:00,NA,NA,NA,NA,NA,91.4,NA,2.5,NA,NA,NA,NA,2.78,NA,NA,9.33,NA,NA
1859-04-16 09:00:00,10,NA,7.38,991.87,2.54,NA,NA,2.5,NA,NA,NA,1.39,2.78,NA,NA,NA,8.84,NA
1859-04-16 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-16 14:00:00,10.56,NA,8.57,993.57,NA,92.8,NA,4.78,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
1859-04-16 15:00:00,NA,NA,NA,NA,NA,NA,NA,4.78,NA,NA,NA,3.78,5,NA,NA,NA,8.84,NA
1859-04-17,NA,NA,NA,NA,NA,NA,3.22,NA,2.36,0.33,4.39,NA,NA,0.72,5.72,NA,NA,"empty"
1859-04-17 07:00:00,NA,NA,NA,NA,NA,91.5,NA,1.67,NA,NA,NA,NA,2.5,NA,NA,10.44,NA,NA
1859-04-17 09:00:00,11.11,135,7.11,1003.18,NA,NA,NA,1.67,NA,NA,NA,0.83,2.5,NA,NA,NA,6.25,NA
1859-04-17 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-17 14:00:00,10.28,NA,8.3,1003.66,NA,92.6,NA,3.78,NA,NA,NA,NA,4.44,NA,NA,NA,NA,NA
1859-04-17 15:00:00,NA,270,NA,NA,NA,NA,NA,3.78,NA,NA,NA,3.22,4.44,NA,NA,NA,6.25,NA
1859-04-18,NA,NA,NA,NA,NA,NA,2.44,NA,1.5,-0.83,3.83,NA,NA,-0.56,5.44,NA,NA,"empty"
1859-04-18 07:00:00,NA,NA,NA,NA,NA,92.6,NA,3.89,NA,NA,NA,NA,4.44,NA,NA,11.56,NA,NA
1859-04-18 09:00:00,11.94,45,8.3,1008.2,NA,NA,NA,3.89,NA,NA,NA,3.22,4.44,NA,NA,NA,NA,NA
1859-04-18 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-18 14:00:00,16.39,NA,8.91,1007.72,NA,92.7,NA,4.89,NA,NA,NA,NA,5.56,NA,NA,NA,NA,NA
1859-04-18 15:00:00,NA,225,NA,NA,NA,NA,NA,4.89,NA,NA,NA,4.33,5.56,NA,NA,NA,NA,NA
1859-04-19,NA,NA,NA,NA,NA,NA,3.97,NA,2.81,0.67,4.94,NA,NA,1.11,6.83,NA,NA,"empty"
1859-04-19 07:00:00,NA,NA,NA,NA,NA,92.7,NA,5,NA,NA,NA,NA,5.28,NA,NA,13.22,NA,NA
1859-04-19 09:00:00,18.61,NA,8.91,1005.15,NA,NA,NA,5,NA,NA,NA,4.33,5.28,NA,NA,NA,NA,NA
1859-04-19 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-19 14:00:00,14.44,NA,8.84,1002.37,NA,85.8,NA,5.83,NA,NA,NA,NA,6.67,NA,NA,NA,NA,NA
1859-04-19 15:00:00,NA,225,NA,NA,NA,NA,NA,5.83,NA,NA,NA,4.22,6.67,NA,NA,NA,NA,NA
1859-04-20,NA,NA,NA,NA,NA,NA,4.25,NA,2.92,0.33,5.5,NA,NA,0.56,7.94,NA,NA,"empty"
1859-04-20 07:00:00,NA,NA,NA,NA,NA,92.6,NA,4.11,NA,NA,NA,NA,4.33,NA,NA,13.22,NA,NA
1859-04-20 09:00:00,10.56,NA,8.3,1004.74,NA,NA,NA,3.89,NA,NA,NA,3.22,4.33,NA,NA,NA,NA,NA
1859-04-20 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-20 14:00:00,16.11,NA,8.23,1003.45,NA,85,NA,4.72,NA,NA,NA,NA,5.56,NA,NA,NA,NA,NA
1859-04-20 15:00:00,NA,NA,NA,NA,NA,NA,NA,4.72,NA,NA,NA,3.11,5.56,NA,NA,NA,6.25,NA
1859-04-21,NA,NA,NA,NA,NA,NA,6.47,NA,6.33,2.39,10.28,NA,NA,2.5,10.44,NA,NA,"empty"
1859-04-21 07:00:00,NA,NA,NA,NA,NA,92.7,NA,6.22,NA,NA,NA,NA,6.39,NA,NA,16,NA,NA
1859-04-21 09:00:00,13.33,90,9.21,1011.68,NA,NA,NA,6.22,NA,NA,NA,4.89,6.39,NA,NA,NA,NA,NA
1859-04-21 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-21 14:00:00,15,NA,11.41,1000.88,NA,87.1,NA,9.72,NA,NA,NA,NA,10.56,NA,NA,NA,NA,NA
1859-04-21 15:00:00,NA,135,NA,NA,NA,NA,NA,9.72,NA,NA,NA,8.33,10.56,NA,NA,NA,NA,NA
1859-04-22,NA,NA,NA,NA,NA,NA,7.17,NA,4.56,2.5,6.61,NA,NA,2.78,11.56,NA,NA,"empty"
1859-04-22 07:00:00,NA,NA,NA,NA,NA,92.6,NA,3.89,NA,NA,NA,NA,4.17,NA,NA,15.72,NA,NA
1859-04-22 09:00:00,15,NA,8.3,1001.08,NA,NA,NA,3.89,NA,NA,NA,3.22,4.17,NA,NA,NA,11.52,NA
1859-04-22 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-22 14:00:00,13.61,NA,10.26,998.31,NA,93.1,NA,7.22,NA,NA,NA,NA,8.06,NA,NA,NA,NA,NA
1859-04-22 15:00:00,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA,NA,6.61,8.06,NA,NA,NA,7.65,NA
1859-04-23,NA,NA,NA,NA,NA,NA,5.28,NA,2.84,0.42,5.22,NA,NA,0.56,9.89,NA,NA,"snow"
1859-04-23 07:00:00,NA,NA,NA,NA,NA,95.7,NA,0.83,NA,NA,NA,NA,1.39,NA,NA,15.28,NA,NA
1859-04-23 09:00:00,10,NA,6.91,987.27,7.37,NA,NA,0.83,NA,NA,NA,0.39,1.39,NA,NA,NA,11.69,NA
1859-04-23 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-23 14:00:00,7.5,NA,6.67,1013.55,NA,95.1,NA,0.28,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA
1859-04-23 15:00:00,NA,225,NA,NA,NA,NA,NA,0.28,NA,NA,NA,-0.22,0.56,NA,NA,NA,12.5,NA
1859-04-24,NA,NA,NA,NA,NA,NA,1,NA,0.92,-0.83,2.44,NA,NA,-0.67,2.67,NA,NA,"rain"
1859-04-24 07:00:00,NA,NA,NA,NA,NA,95.7,NA,1,NA,NA,NA,NA,1.22,NA,NA,4.72,NA,NA
1859-04-24 09:00:00,8.89,NA,6.91,989.64,13.46,NA,NA,1,NA,NA,NA,0.39,1.22,NA,NA,NA,10.82,NA
1859-04-24 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-24 14:00:00,10.56,NA,9.89,994.11,NA,93.1,NA,6.67,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA
1859-04-24 15:00:00,NA,270,NA,NA,NA,NA,NA,6.67,NA,NA,NA,6.06,7.5,NA,NA,NA,10.82,NA
1859-04-25,NA,NA,NA,NA,NA,NA,3.56,NA,1.58,-1.67,4.83,NA,NA,-1.39,8.5,NA,NA,"empty"
1859-04-25 07:00:00,NA,NA,NA,NA,NA,92.6,NA,4.17,NA,NA,NA,NA,4.44,NA,NA,11.67,NA,NA
1859-04-25 09:00:00,12.78,225,8.3,1005.83,NA,NA,NA,4.17,NA,NA,NA,3.22,4.44,NA,NA,NA,4.42,NA
1859-04-25 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-25 14:00:00,14.44,NA,9.89,1005.55,NA,93.1,NA,6.89,NA,NA,NA,NA,7.11,NA,NA,NA,NA,NA
1859-04-25 15:00:00,NA,225,NA,NA,NA,NA,NA,6.89,NA,NA,NA,6.06,7.11,NA,NA,NA,0.88,NA
1859-04-26,NA,NA,NA,NA,NA,NA,5.67,NA,1.78,3.06,6.06,NA,NA,3.33,8,NA,NA,"empty"
1859-04-26 07:00:00,NA,NA,NA,NA,NA,92.9,NA,6.39,NA,NA,NA,NA,6.67,NA,NA,14.33,NA,NA
1859-04-26 09:00:00,14.44,90,9.55,1004.54,NA,NA,NA,6.39,NA,NA,NA,5.44,6.67,NA,NA,NA,NA,NA
1859-04-26 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-26 14:00:00,14.44,NA,11.38,1001.83,NA,93,NA,8.89,NA,NA,NA,NA,9.17,NA,NA,NA,NA,NA
1859-04-26 15:00:00,NA,NA,NA,NA,NA,NA,NA,8.89,NA,NA,NA,8.28,9.17,NA,NA,NA,4.42,NA
1859-04-27,NA,NA,NA,NA,NA,NA,5.14,NA,-0.86,-1.11,8.28,NA,NA,-0.83,0,NA,NA,"empty"
1859-04-27 07:00:00,NA,NA,NA,NA,NA,91.6,NA,1.11,NA,NA,NA,NA,1.39,NA,NA,16,NA,NA
1859-04-27 09:00:00,14.17,45,6.87,1008.74,NA,NA,NA,1.11,NA,NA,NA,0.28,1.39,NA,NA,NA,8.84,NA
1859-04-27 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-27 14:00:00,10.83,NA,9.21,1008.09,NA,86.3,NA,6.39,NA,NA,NA,NA,7.22,NA,NA,NA,NA,NA
1859-04-27 15:00:00,NA,135,NA,NA,NA,NA,NA,6.39,NA,NA,NA,4.89,7.22,NA,NA,NA,19.76,NA
1859-04-28,NA,NA,NA,NA,NA,NA,5.97,NA,3.89,3.33,4.44,NA,NA,3.61,8.33,NA,NA,"empty"
1859-04-28 07:00:00,NA,NA,NA,NA,NA,92.8,NA,4.61,NA,NA,NA,NA,5,NA,NA,12.78,NA,NA
1859-04-28 09:00:00,7.78,NA,8.57,1014.77,NA,NA,NA,4.61,NA,NA,NA,-1.11,5,NA,NA,NA,NA,NA
1859-04-28 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-28 14:00:00,13.89,NA,10.57,1013.88,NA,86.7,NA,8.33,NA,NA,NA,NA,9.44,NA,NA,NA,NA,NA
1859-04-28 15:00:00,NA,135,NA,NA,NA,NA,NA,8.33,NA,NA,NA,7.11,9.44,NA,NA,NA,NA,NA
1859-04-29,NA,NA,NA,NA,NA,NA,7.89,NA,6.67,5.28,8.06,NA,NA,2.22,13.61,NA,NA,"empty"
1859-04-29 07:00:00,NA,NA,NA,NA,NA,80.7,NA,7.78,NA,NA,NA,NA,9.17,NA,NA,17.22,NA,NA
1859-04-29 09:00:00,12.78,225,9.82,1013.34,NA,NA,NA,7.78,NA,NA,NA,5.94,9.17,NA,NA,NA,NA,NA
1859-04-29 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-29 14:00:00,12.22,NA,13.55,1009.48,NA,93.4,NA,11.94,NA,NA,NA,NA,12.22,NA,NA,NA,NA,NA
1859-04-29 15:00:00,NA,225,NA,NA,NA,NA,NA,11.94,NA,NA,NA,11.11,12.22,NA,NA,NA,4.42,NA
1859-04-30,NA,NA,NA,NA,NA,NA,10.08,NA,6.97,5.28,8.67,NA,NA,5.83,14.33,NA,NA,"empty"
1859-04-30 07:00:00,NA,NA,NA,NA,NA,74.9,NA,10.83,NA,NA,NA,NA,13.61,NA,NA,19.22,NA,NA
1859-04-30 09:00:00,10.83,NA,12.02,1009.96,NA,NA,NA,10.83,NA,NA,NA,9.17,13.61,NA,NA,NA,6.25,NA
1859-04-30 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-04-30 14:00:00,11.67,NA,14.39,1007.59,NA,68.7,NA,14.17,NA,NA,NA,NA,18.33,NA,NA,NA,NA,NA
1859-04-30 15:00:00,NA,0,NA,NA,NA,NA,NA,14.17,NA,NA,NA,12.11,18.33,NA,NA,NA,NA,NA
1859-05-01,NA,NA,NA,NA,NA,NA,12.29,NA,7.43,4.44,10.42,NA,NA,5.28,19.31,NA,NA,"empty"
1859-05-01 07:00:00,NA,NA,NA,NA,NA,81.6,NA,9.44,NA,NA,NA,NA,11.39,NA,NA,24.58,NA,NA
1859-05-01 09:00:00,11.22,NA,11.04,1013.61,NA,NA,NA,9.44,NA,NA,NA,7.78,11.39,NA,NA,NA,4.42,NA
1859-05-01 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-05-01 14:00:00,11.94,NA,13.17,1014.02,NA,79.7,NA,11.39,NA,NA,NA,NA,14.72,NA,NA,NA,NA,NA
1859-05-01 15:00:00,NA,202.5,NA,NA,NA,NA,NA,12.5,NA,NA,NA,10.67,14.72,NA,NA,NA,4.42,NA
1859-05-02,NA,NA,NA,NA,NA,NA,10.83,NA,8.06,4.72,11.39,NA,NA,5.28,16.39,NA,NA,"empty"
1859-05-02 07:00:00,NA,NA,NA,NA,NA,100,NA,10.56,NA,NA,NA,NA,11.39,NA,NA,20.56,NA,NA
1859-05-02 09:00:00,11.39,45,9.69,1015.58,NA,NA,NA,10.56,NA,NA,NA,10.56,11.39,NA,NA,NA,6.25,NA
1859-05-02 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-05-02 14:00:00,12.22,NA,11.45,1015.24,NA,66.8,NA,11.11,NA,NA,NA,NA,15.28,NA,NA,NA,NA,NA
1859-05-02 15:00:00,NA,45,NA,NA,NA,NA,NA,11.11,NA,NA,NA,8.39,15.28,NA,NA,NA,6.25,NA
1859-05-03,NA,NA,NA,NA,NA,NA,10.28,NA,5.87,2.78,9.03,NA,NA,4.44,16.11,NA,NA,"empty"
1859-05-03 07:00:00,NA,NA,NA,NA,NA,74.9,NA,7.5,NA,NA,NA,NA,9.72,NA,NA,20,NA,NA
1859-05-03 09:00:00,11.11,NA,9.14,1019.3,NA,NA,NA,7.5,NA,NA,NA,4.78,9.72,NA,NA,NA,4.42,NA
1859-05-03 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-05-03 14:00:00,12.22,NA,11.18,1017.81,NA,63,NA,11.39,NA,NA,NA,NA,15.28,NA,NA,NA,NA,NA
1859-05-03 15:00:00,NA,90,NA,NA,NA,NA,NA,11.39,NA,NA,NA,8,15.28,NA,NA,NA,4.42,NA
1859-05-04,NA,NA,NA,NA,NA,NA,11.73,NA,8.47,5.56,11.39,NA,NA,7.5,15.97,NA,NA,"empty"
1859-05-04 07:00:00,NA,NA,NA,NA,NA,74.9,NA,11.11,NA,NA,NA,NA,13.61,NA,NA,19.72,NA,NA
1859-05-04 09:00:00,11.94,NA,12.36,1017.75,NA,NA,NA,11.11,NA,NA,NA,9.17,13.61,NA,NA,NA,NA,NA
1859-05-04 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-05-04 14:00:00,12.92,NA,15.07,1015.58,NA,79.8,NA,14.72,NA,NA,NA,NA,16.39,NA,NA,NA,NA,NA
1859-05-04 15:00:00,NA,202.5,NA,NA,NA,NA,NA,14.72,NA,NA,NA,12.89,16.39,NA,NA,NA,NA,NA
1859-05-05,NA,NA,NA,NA,NA,NA,15.28,NA,11.67,9.44,13.89,NA,NA,11.11,19.44,NA,NA,"empty"
1859-05-05 07:00:00,NA,NA,NA,NA,NA,76.1,NA,13.89,NA,NA,NA,NA,12.22,NA,NA,22.5,NA,NA
1859-05-05 09:00:00,13.06,NA,11.04,1015.44,NA,NA,NA,10,NA,NA,NA,7.78,12.22,NA,NA,NA,4.42,NA
1859-05-05 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-05-05 14:00:00,14.17,NA,13.92,1012.53,NA,71.2,NA,14.17,NA,NA,NA,NA,16.94,NA,NA,NA,NA,NA
1859-05-05 15:00:00,NA,225,NA,NA,NA,NA,NA,14.17,NA,NA,NA,11.56,16.94,NA,NA,NA,NA,NA
1859-05-06,NA,NA,NA,NA,NA,NA,14.03,NA,11.32,8.33,14.31,NA,NA,9.17,18.89,NA,NA,"empty"
1859-05-06 07:00:00,NA,NA,NA,NA,NA,79.3,NA,10.56,NA,NA,NA,NA,12.78,NA,NA,23.61,NA,NA
1859-05-06 09:00:00,13.75,NA,11.89,1010.23,NA,NA,NA,10.56,NA,NA,NA,9,12.78,NA,NA,NA,NA,NA
1859-05-06 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-05-06 14:00:00,14.44,NA,14.6,1006.91,NA,79.7,NA,13.89,NA,NA,NA,NA,15.97,NA,NA,NA,NA,NA
1859-05-06 15:00:00,NA,NA,NA,NA,NA,NA,NA,13.89,NA,NA,NA,12.33,15.97,NA,NA,NA,NA,NA
1859-05-07,NA,NA,NA,NA,NA,NA,11.94,NA,9.44,7.64,11.25,NA,NA,8.06,15.83,NA,NA,"empty"
1859-05-07 07:00:00,NA,NA,NA,NA,NA,84.4,NA,11.94,NA,NA,NA,NA,13.06,NA,NA,18.33,NA,NA
1859-05-07 09:00:00,14.17,NA,13.04,1006.1,NA,NA,NA,11.94,NA,NA,NA,-0.61,13.06,NA,NA,NA,4.42,NA
1859-05-07 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-05-07 14:00:00,15,NA,13.61,1002.78,NA,79.6,NA,12.78,NA,NA,NA,NA,15,NA,NA,NA,NA,NA
1859-05-07 15:00:00,NA,202.5,NA,NA,NA,NA,NA,12.78,NA,NA,NA,11.22,15,NA,NA,NA,NA,NA
1859-05-08,NA,NA,NA,NA,NA,NA,13.33,NA,11.11,8.89,13.33,NA,NA,9.86,16.81,NA,NA,"empty"
1859-05-08 07:00:00,NA,NA,NA,NA,NA,84.3,NA,11.94,NA,NA,NA,NA,13.89,NA,NA,17.78,NA,NA
1859-05-08 09:00:00,14.44,202.5,13.17,1000,NA,NA,NA,11.94,NA,NA,NA,0.5,13.89,NA,NA,NA,4.42,NA
1859-05-08 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-05-08 14:00:00,15.42,NA,18.32,997.29,NA,76.9,NA,17.5,NA,NA,NA,NA,20.56,NA,NA,NA,NA,NA
1859-05-08 15:00:00,NA,112.5,NA,NA,NA,NA,NA,17.5,NA,NA,NA,16.11,20.56,NA,NA,NA,4.42,NA
1859-05-09,NA,NA,NA,NA,NA,NA,13.33,NA,10.56,4.72,16.39,NA,NA,5,21.67,NA,NA,"rain"
1859-05-09 07:00:00,NA,NA,NA,NA,NA,92.7,NA,4.72,NA,NA,NA,NA,5.42,NA,NA,17.78,NA,NA
1859-05-09 09:00:00,13.33,NA,8.91,1003.12,1.27,NA,NA,4.72,NA,NA,NA,4.33,5.42,NA,NA,NA,8.84,NA
1859-05-09 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-05-09 14:00:00,12.92,NA,9.18,1002.37,NA,80.4,NA,6.67,NA,NA,NA,NA,8.19,NA,NA,NA,NA,NA
1859-05-09 15:00:00,NA,67.5,NA,NA,NA,NA,NA,6.67,NA,NA,NA,4.83,8.19,NA,NA,NA,6.25,NA
1859-05-10,NA,NA,NA,NA,NA,NA,10.62,NA,7.36,6.94,7.78,NA,NA,8.19,11.94,NA,NA,"rain"
1859-05-10 07:00:00,NA,NA,NA,NA,NA,70.9,NA,8.33,NA,NA,NA,NA,11.11,NA,NA,15.56,NA,NA
1859-05-10 09:00:00,11.67,67.5,9.58,1004.06,1.78,NA,NA,8.33,NA,NA,NA,5.56,11.11,NA,NA,NA,8.84,NA
1859-05-10 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-05-10 14:00:00,12.36,NA,11.72,1005.08,NA,70.8,NA,11.11,NA,NA,NA,NA,3.33,NA,NA,NA,NA,NA
1859-05-10 15:00:00,NA,NA,NA,NA,NA,NA,NA,11.11,NA,NA,NA,8.78,3.33,NA,NA,NA,7.65,NA
1859-05-11,NA,NA,NA,NA,NA,NA,11.42,NA,7.92,5.56,10.28,NA,NA,6.11,16.39,NA,NA,"empty"
1859-05-11 07:00:00,NA,NA,NA,NA,NA,79.3,NA,13.89,NA,NA,NA,NA,12.78,NA,NA,15.56,NA,NA
1859-05-11 09:00:00,11.94,NA,12.09,1010.84,NA,NA,NA,13.89,NA,NA,NA,9,12.78,NA,NA,NA,7.65,NA
1859-05-11 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-05-11 14:00:00,12.78,NA,13.44,1009.69,NA,71,NA,13.33,NA,NA,NA,NA,16.53,NA,NA,NA,NA,NA
1859-05-11 15:00:00,NA,202.5,NA,NA,NA,NA,NA,13.33,NA,NA,NA,14.33,16.53,NA,NA,NA,4.42,NA
1859-05-12,NA,NA,NA,NA,NA,NA,14.58,NA,9.17,6.11,12.22,NA,NA,11.94,17.22,NA,NA,"empty"
1859-05-12 07:00:00,NA,NA,NA,NA,NA,79.3,NA,11.11,NA,NA,NA,NA,13.33,NA,NA,17.78,NA,NA
1859-05-12 09:00:00,12.78,157.5,12.29,1012.53,NA,NA,NA,11.11,NA,NA,NA,9.56,13.33,NA,NA,NA,7.65,NA
1859-05-12 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-05-12 14:00:00,13.89,NA,16.9,1009.96,NA,80.8,NA,15.83,NA,NA,NA,NA,18.33,NA,NA,NA,NA,NA
1859-05-12 15:00:00,NA,202.5,NA,NA,NA,NA,NA,15.83,NA,NA,NA,14.78,18.33,NA,NA,NA,NA,NA
1859-05-13,NA,NA,NA,NA,NA,NA,15.48,NA,13.33,11.11,15.56,NA,NA,11.67,19.31,NA,NA,"empty"
1859-05-13 07:00:00,NA,NA,NA,NA,NA,84.3,NA,13.89,NA,NA,NA,NA,15.42,NA,NA,17.78,NA,NA
1859-05-13 09:00:00,13.89,202.5,14.93,1008.87,NA,NA,NA,13.89,NA,NA,NA,12.72,15.42,NA,NA,NA,9.88,NA
1859-05-13 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-05-13 14:00:00,15.56,NA,13.95,1008.26,NA,84.2,NA,12.78,NA,NA,NA,NA,14.44,NA,NA,NA,NA,NA
1859-05-13 15:00:00,NA,225,NA,NA,NA,NA,NA,12.78,NA,NA,NA,11.61,14.44,NA,NA,NA,4.42,NA
1859-05-14,NA,NA,NA,NA,NA,NA,10.28,NA,9.44,4.44,14.44,NA,NA,9.17,20.28,NA,NA,"empty"
1859-05-14 07:00:00,NA,NA,NA,NA,NA,61.9,NA,8.33,NA,NA,NA,NA,12.22,NA,NA,19.44,NA,NA
1859-05-14 09:00:00,13.89,0,8.94,1018.9,NA,NA,NA,8.33,NA,NA,NA,4.44,12.22,NA,NA,NA,4.42,NA
1859-05-14 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-05-14 14:00:00,14.17,NA,11.18,1016.32,NA,63,NA,11.11,NA,NA,NA,NA,15.28,NA,NA,NA,NA,NA
